,id,adult,budget,genres,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count,video,title,belongs_to_collection,overview,homepage,imdb_id,poster_path,crew,cast,keywords
14,1088751,False,0,"[{'id': 99, 'name': 'Documentary'}]",pt,Traços,0.6,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2022-01-01,0,0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,0.0,0,False,Traços,,,,,,"[{'adult': False, 'gender': 0, 'id': 3929026, 'known_for_department': 'Directing', 'name': 'Andreza Maria Saldanha', 'original_name': 'Andreza Maria Saldanha', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63f18f7015376c008bc0239c', 'department': 'Directing', 'job': 'Director'}, {'adult': False, 'gender': 0, 'id': 3929028, 'known_for_department': 'Directing', 'name': 'Michele Laviola', 'original_name': 'Michele Laviola', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63f18fa415376c008336234a', 'department': 'Directing', 'job': 'Assistant Director'}, {'adult': False, 'gender': 0, 'id': 3929031, 'known_for_department': 'Production', 'name': 'Vanessa Aragão', 'original_name': 'Vanessa Aragão', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63f18fcd15376c008336236c', 'department': 'Production', 'job': 'Executive Producer'}]","[{'adult': False, 'gender': 0, 'id': 3929016, 'known_for_department': 'Acting', 'name': 'Eduarda Vieira', 'original_name': 'Eduarda Vieira', 'popularity': 0.6, 'profile_path': None, 'cast_id': 1, 'character': '', 'credit_id': '63f18ececaaca200892e4a6f', 'order': 0}, {'adult': False, 'gender': 0, 'id': 3929018, 'known_for_department': 'Acting', 'name': 'Ludmila Nicolete', 'original_name': 'Ludmila Nicolete', 'popularity': 0.6, 'profile_path': None, 'cast_id': 2, 'character': '', 'credit_id': '63f18ef7a6725400a3a2ce59', 'order': 1}, {'adult': False, 'gender': 0, 'id': 3929019, 'known_for_department': 'Acting', 'name': 'Danieli Balbi', 'original_name': 'Danieli Balbi', 'popularity': 0.6, 'profile_path': None, 'cast_id': 3, 'character': '', 'credit_id': '63f18f14a6725400d7c85cbd', 'order': 2}, {'adult': False, 'gender': 0, 'id': 3929021, 'known_for_department': 'Acting', 'name': 'Yanaê Saldanha', 'original_name': 'Yanaê Saldanha', 'popularity': 0.6, 'profile_path': None, 'cast_id': 4, 'character': '', 'credit_id': '63f18f2da24c5000d4e39393', 'order': 3}, {'adult': False, 'gender': 0, 'id': 3929024, 'known_for_department': 'Acting', 'name': 'Márcia Saldanha', 'original_name': 'Márcia Saldanha', 'popularity': 0.6, 'profile_path': None, 'cast_id': 5, 'character': '', 'credit_id': '63f18f43a24c500078c8e2f6', 'order': 4}]",[]
15,1088392,False,0,"[{'id': 99, 'name': 'Documentary'}]",en,Vengeance in the Making,0.6,[],[],2022-01-01,0,54,[],Released,,0.0,0,False,Vengeance in the Making,,Making of featurette released on The Batman Blu Ray release.,,tt23030830,/x98TQ1mx8k3YyKmR8fQTE5vv5e3.jpg,[],"[{'adult': False, 'gender': 2, 'id': 11288, 'known_for_department': 'Acting', 'name': 'Robert Pattinson', 'original_name': 'Robert Pattinson', 'popularity': 51.08, 'profile_path': '/6RVxNlNmc0DIfZzaJKCJM43If3M.jpg', 'cast_id': 1, 'character': 'Self', 'credit_id': '63f0640da24c5000848c5e6c', 'order': 0}, {'adult': False, 'gender': 1, 'id': 37153, 'known_for_department': 'Acting', 'name': 'Zoë Kravitz', 'original_name': 'Zoë Kravitz', 'popularity': 25.223, 'profile_path': '/tiQ3TBSvU4YAyrWMmVk6MTrKBAi.jpg', 'cast_id': 2, 'character': 'Self', 'credit_id': '63f0641dcaaca2007f5e3883', 'order': 1}, {'adult': False, 'gender': 2, 'id': 17142, 'known_for_department': 'Acting', 'name': 'Paul Dano', 'original_name': 'Paul Dano', 'popularity': 45.93, 'profile_path': '/zEJJsm0z07EPNl2Pi1h67xuCmcA.jpg', 'cast_id': 3, 'character': 'Self', 'credit_id': '63f06430524978008efcd223', 'order': 2}, {'adult': False, 'gender': 2, 'id': 2954, 'known_for_department': 'Acting', 'name': 'Jeffrey Wright', 'original_name': 'Jeffrey Wright', 'popularity': 15.408, 'profile_path': '/yGcuHGW4glqRpOPxgiCvjcren7F.jpg', 'cast_id': 4, 'character': 'Self', 'credit_id': '63f0644515376c0095b110c0', 'order': 3}, {'adult': False, 'gender': 2, 'id': 1333, 'known_for_department': 'Acting', 'name': 'Andy Serkis', 'original_name': 'Andy Serkis', 'popularity': 22.039, 'profile_path': '/eNGqhebQ4cDssjVeNFrKtUvweV5.jpg', 'cast_id': 5, 'character': 'Self', 'credit_id': '63f06457caaca200b9f54bb7', 'order': 4}, {'adult': False, 'gender': 2, 'id': 32278, 'known_for_department': 'Directing', 'name': 'Matt Reeves', 'original_name': 'Matt Reeves', 'popularity': 7.944, 'profile_path': '/5rA459xpMt6IeJG7ZqvhLbSozEH.jpg', 'cast_id': 6, 'character': 'Self', 'credit_id': '63f06473524978009e774c40', 'order': 5}, {'adult': False, 'gender': 2, 'id': 1241, 'known_for_department': 'Acting', 'name': 'John Turturro', 'original_name': 'John Turturro', 'popularity': 39.06, 'profile_path': '/63zA58rSyJxBMLBdgeMjjETmpDQ.jpg', 'cast_id': 7, 'character': 'Self', 'credit_id': '63f06484524978009641b3ad', 'order': 6}, {'adult': False, 'gender': 2, 'id': 72466, 'known_for_department': 'Acting', 'name': 'Colin Farrell', 'original_name': 'Colin Farrell', 'popularity': 40.045, 'profile_path': '/vVqrAhZpojAtp874wBaaFt5T4dN.jpg', 'cast_id': 8, 'character': 'Self', 'credit_id': '63f06495a6725400d7c7debd', 'order': 7}, {'adult': False, 'gender': 2, 'id': 133, 'known_for_department': 'Acting', 'name': 'Peter Sarsgaard', 'original_name': 'Peter Sarsgaard', 'popularity': 20.608, 'profile_path': '/jOc4VjxPaOkWOqnLCxd8BJy9g5i.jpg', 'cast_id': 9, 'character': 'Self', 'credit_id': '63f064cda6725400d7c7dedb', 'order': 8}, {'adult': False, 'gender': 1, 'id': 2455272, 'known_for_department': 'Acting', 'name': 'Jayme Lawson', 'original_name': 'Jayme Lawson', 'popularity': 4.72, 'profile_path': '/rT6ZNBhYZaRMQ6dxCTillClDO4J.jpg', 'cast_id': 10, 'character': 'Self', 'credit_id': '63f064e915376c008bbfa964', 'order': 9}]",[]
16,1087423,False,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",de,Leos Janácek - Kát'a Kabanová,0.6,"[{'id': 487, 'logo_path': '/x3BUIowxU2skXOpnOeOkl7kIYDo.png', 'name': 'Česká televize', 'origin_country': 'CZ'}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}]",2022-01-01,0,0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,0.0,0,False,Leos Janácek - Kát'a Kabanová,,,,,,"[{'adult': False, 'gender': 2, 'id': 592629, 'known_for_department': 'Writing', 'name': 'Aleksandr Ostrovsky', 'original_name': 'Aleksandr Ostrovsky', 'popularity': 0.764, 'profile_path': '/pTvPXXZwlP3czDNl067g8tShYnu.jpg', 'credit_id': '63ee11e6f92532008534a588', 'department': 'Writing', 'job': 'Writer'}, {'adult': False, 'gender': 2, 'id': 933781, 'known_for_department': 'Sound', 'name': 'Leoš Janáček', 'original_name': 'Leoš Janáček', 'popularity': 0.6, 'profile_path': '/mEwBgc6J7hncEsIiwKP2OpH45yK.jpg', 'credit_id': '63ee11f71b729400e6f1d706', 'department': 'Sound', 'job': 'Original Music Composer'}, {'adult': False, 'gender': 2, 'id': 933781, 'known_for_department': 'Sound', 'name': 'Leoš Janáček', 'original_name': 'Leoš Janáček', 'popularity': 0.6, 'profile_path': '/mEwBgc6J7hncEsIiwKP2OpH45yK.jpg', 'credit_id': '63ee11d81f3e6000c033810c', 'department': 'Writing', 'job': 'Theatre Play'}, {'adult': False, 'gender': 2, 'id': 1116773, 'known_for_department': 'Directing', 'name': 'Felix Breisach', 'original_name': 'Felix Breisach', 'popularity': 0.828, 'profile_path': '/cg2Htu3AOmFp61XSKBOcycoXgIr.jpg', 'credit_id': '63ee11c11b7294007c4abf46', 'department': 'Directing', 'job': 'Director'}, {'adult': False, 'gender': 2, 'id': 1682904, 'known_for_department': 'Directing', 'name': 'Barrie Kosky', 'original_name': 'Barrie Kosky', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63ee11b6699fb7007c5fb682', 'department': 'Directing', 'job': 'Director'}, {'adult': False, 'gender': 0, 'id': 3923011, 'known_for_department': 'Crew', 'name': 'Ivan Ruml', 'original_name': 'Ivan Ruml', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63ee1233f925320079ca2320', 'department': 'Crew', 'job': 'Dramaturgy'}, {'adult': False, 'gender': 0, 'id': 3923012, 'known_for_department': 'Crew', 'name': 'Marcela Blažková', 'original_name': 'Marcela Blažková', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63ee1242813cb60084b39f03', 'department': 'Crew', 'job': 'Dramaturgy'}]","[{'adult': False, 'gender': 2, 'id': 2070492, 'known_for_department': 'Sound', 'name': 'Jakub Hrůša', 'original_name': 'Jakub Hrůša', 'popularity': 0.6, 'profile_path': None, 'cast_id': 6, 'character': '', 'credit_id': '63ee12041b729400e6f1d710', 'order': 0}, {'adult': False, 'gender': 0, 'id': 3808939, 'known_for_department': 'Acting', 'name': 'Teresa Vogl', 'original_name': 'Teresa Vogl', 'popularity': 0.6, 'profile_path': None, 'cast_id': 7, 'character': 'moderator', 'credit_id': '63ee1211f92532009d93b327', 'order': 1}]","[{'id': 2199, 'name': 'opera'}, {'id': 5783, 'name': 'classical music'}, {'id': 6029, 'name': 'concert'}]"
17,1085972,False,0,"[{'id': 99, 'name': 'Documentary'}]",en,You Have No Idea,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-01-01,0,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,0.0,0,False,You Have No Idea,,One family's journey with autism through the lens of community in a small town in southern Arkansas.,,tt23039854,/WtatMcdDSWkO2DsDJtifm3WT8w.jpg,"[{'adult': False, 'gender': 0, 'id': 1979309, 'known_for_department': 'Production', 'name': 'Paul Peterson', 'original_name': 'Paul Peterson', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e987bed388ae00d2b32ef4', 'department': 'Production', 'job': 'Producer'}, {'adult': False, 'gender': 0, 'id': 3918367, 'known_for_department': 'Directing', 'name': 'Alexander Jeffrey', 'original_name': 'Alexander Jeffrey', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e98453d388ae0080625d8c', 'department': 'Directing', 'job': 'Director'}, {'adult': False, 'gender': 0, 'id': 3918367, 'known_for_department': 'Directing', 'name': 'Alexander Jeffrey', 'original_name': 'Alexander Jeffrey', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e9882da2e60200932a8895', 'department': 'Production', 'job': 'Producer'}]","[{'adult': False, 'gender': 0, 'id': 3918356, 'known_for_department': 'Acting', 'name': 'Beth James Burns', 'original_name': 'Beth James Burns', 'popularity': 0.6, 'profile_path': None, 'cast_id': 1, 'character': '', 'credit_id': '63e982dcd388ae00869906fc', 'order': 0}, {'adult': False, 'gender': 0, 'id': 3918358, 'known_for_department': 'Acting', 'name': 'Kenny Burns', 'original_name': 'Kenny Burns', 'popularity': 0.6, 'profile_path': None, 'cast_id': 2, 'character': '', 'credit_id': '63e982f7d388ae0094c4fd97', 'order': 1}, {'adult': False, 'gender': 0, 'id': 3918360, 'known_for_department': 'Acting', 'name': 'Paul Burns', 'original_name': 'Paul Burns', 'popularity': 0.6, 'profile_path': None, 'cast_id': 3, 'character': '', 'credit_id': '63e9832512777847de81df91', 'order': 2}, {'adult': False, 'gender': 0, 'id': 3918361, 'known_for_department': 'Acting', 'name': 'Evan James', 'original_name': 'Evan James', 'popularity': 0.6, 'profile_path': None, 'cast_id': 4, 'character': '', 'credit_id': '63e9835212777800895ff0c9', 'order': 3}]",[]
18,1085504,False,0,"[{'id': 99, 'name': 'Documentary'}]",fr,"Johnny, passion d'un enfant gâté",0.6,"[{'id': 138896, 'logo_path': None, 'name': 'Mediawan', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2022-01-01,0,0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,0.0,0,False,"Johnny, passion d'un enfant gâté",,,,,/9ZGwBYabgtKMqoq3mv5KGyNWD2a.jpg,"[{'adult': False, 'gender': 0, 'id': 3916742, 'known_for_department': 'Directing', 'name': 'Christian Lamet', 'original_name': 'Christian Lamet', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e84cc412777800ab94b18b', 'department': 'Directing', 'job': 'Director'}]","[{'adult': False, 'gender': 2, 'id': 35084, 'known_for_department': 'Acting', 'name': 'Johnny Hallyday', 'original_name': 'Johnny Hallyday', 'popularity': 3.299, 'profile_path': '/rgpaPugET3cVaIJiEj6KcqVm4Cg.jpg', 'cast_id': 2, 'character': 'Archives', 'credit_id': '63e84d8a6c849200851ad45e', 'order': 0}]",[]
19,1085298,False,0,"[{'id': 35, 'name': 'Comedy'}]",fr,D'autres chats à fouetter,0.6,"[{'id': 15261, 'logo_path': '/wgKSrQW5yw07bT1TR0iTRO6FD2d.png', 'name': 'Capricci Films', 'origin_country': 'FR'}, {'id': 149476, 'logo_path': None, 'name': 'Les Quatre Cents Films', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2022-01-01,0,0,[],Released,,0.0,0,False,D'autres chats à fouetter,,,,,,"[{'adult': False, 'gender': 0, 'id': 1004940, 'known_for_department': 'Directing', 'name': 'Thierry Lounas', 'original_name': 'Thierry Lounas', 'popularity': 1.068, 'profile_path': None, 'credit_id': '63e7d43012777800895f123a', 'department': 'Production', 'job': 'Producer'}, {'adult': False, 'gender': 0, 'id': 2174247, 'known_for_department': 'Sound', 'name': 'Nicolas Cadiou', 'original_name': 'Nicolas Cadiou', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d454a2e602009329af04', 'department': 'Sound', 'job': 'Sound Editor'}, {'adult': False, 'gender': 0, 'id': 2351149, 'known_for_department': 'Production', 'name': 'Hannah Taïeb', 'original_name': 'Hannah Taïeb', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d42463aad200a14c1742', 'department': 'Production', 'job': 'Producer'}, {'adult': False, 'gender': 0, 'id': 2709263, 'known_for_department': 'Camera', 'name': 'Lionel Jan Kerguistel', 'original_name': 'Lionel Jan Kerguistel', 'popularity': 0.98, 'profile_path': None, 'credit_id': '63e7d390d388ae007d2931e5', 'department': 'Camera', 'job': 'Director of Photography'}, {'adult': False, 'gender': 0, 'id': 3128808, 'known_for_department': 'Sound', 'name': 'Claire Ladenburger', 'original_name': 'Claire Ladenburger', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d448d388ae0086983065', 'department': 'Sound', 'job': 'Sound Assistant'}, {'adult': False, 'gender': 0, 'id': 3383025, 'known_for_department': 'Production', 'name': 'Lucy-Blue Ferry', 'original_name': 'Lucy-Blue Ferry', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d4171277780079f1c6a3', 'department': 'Production', 'job': 'Production Director'}, {'adult': False, 'gender': 0, 'id': 3460554, 'known_for_department': 'Directing', 'name': 'Ovidie', 'original_name': 'Ovidie', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d3cc9512e100a97d3352', 'department': 'Directing', 'job': 'Director'}, {'adult': False, 'gender': 0, 'id': 3744820, 'known_for_department': 'Production', 'name': 'Onwen Alexandre', 'original_name': 'Onwen Alexandre', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d35a6c84920097fef57d', 'department': 'Production', 'job': 'Casting Director'}, {'adult': False, 'gender': 0, 'id': 3744830, 'known_for_department': 'Art', 'name': 'Inès Pons-Mora', 'original_name': 'Inès Pons-Mora', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d33f9512e100cd71a2fa', 'department': 'Art', 'job': 'Decorator'}, {'adult': False, 'gender': 0, 'id': 3785956, 'known_for_department': 'Sound', 'name': 'Nicolas Cadiou', 'original_name': 'Nicolas Cadiou', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d43d6c849200851a82d1', 'department': 'Sound', 'job': 'Sound'}, {'adult': False, 'gender': 0, 'id': 3916062, 'known_for_department': 'Art', 'name': 'Emilie Roumegous', 'original_name': 'Emilie Roumegous', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d34e12777800895f11a3', 'department': 'Art', 'job': 'Assistant Decorator'}, {'adult': False, 'gender': 0, 'id': 3916064, 'known_for_department': 'Production', 'name': 'Geraldine Delay', 'original_name': 'Geraldine Delay', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d374a2e602007bb71726', 'department': 'Production', 'job': 'Casting Researcher'}, {'adult': False, 'gender': 0, 'id': 3916065, 'known_for_department': 'Lighting', 'name': 'Zoé Rodriguez-Twardowski', 'original_name': 'Zoé Rodriguez-Twardowski', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d381d388ae007d2931db', 'department': 'Lighting', 'job': 'Lighting Artist'}, {'adult': False, 'gender': 0, 'id': 3916066, 'known_for_department': 'Camera', 'name': 'Anthony Poulain', 'original_name': 'Anthony Poulain', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d3a69512e100e3d07c22', 'department': 'Camera', 'job': 'Camera Operator'}, {'adult': False, 'gender': 0, 'id': 3916067, 'known_for_department': 'Costume & Make-Up', 'name': 'Marie Jardiné', 'original_name': 'Marie Jardiné', 'popularity': 0.6, 'profile_path': None, 'credit_id': '63e7d3ba12777800ab9465a0', 'department': 'Costume & Make-Up', 'job': 'Makeup & Hair'}]","[{'adult': False, 'gender': 0, 'id': 3504351, 'known_for_department': 'Acting', 'name': 'Maeva Heitz', 'original_name': 'Maeva Heitz', 'popularity': 0.6, 'profile_path': None, 'cast_id': 1, 'character': 'Sylvie', 'credit_id': '63e7d2701277780081a365b3', 'order': 0}, {'adult': False, 'gender': 1, 'id': 1386244, 'known_for_department': 'Acting', 'name': 'Sophie-Marie Larrouy', 'original_name': 'Sophie-Marie Larrouy', 'popularity': 2.68, 'profile_path': '/lJBP6T5w0J1pZA0e81bZ8gpX3Un.jpg', 'cast_id': 2, 'character': 'Paula', 'credit_id': '63e7d300a2e60200d4ae8cbb', 'order': 1}]",[]
